,Name,Distance,Rating,Station Name
1586,Proeflokaal De Boom,942.184391949158,0.0,Weesp
1587,Kunchai,994.5218072237367,4.5,Weesp
1588,Cafe De Pilaren,1085.9413393183647,5.0,Weesp
1589,Moeke,484.4824365505958,0.0,Weesp
1590,De Amstelhoek,967.9020076874574,4.0,Weesp
1591,Il Colosseo,738.3859911669595,5.0,Weesp
1592,Rue de la Plume,789.023446360917,5.0,Weesp
1593,'t Friethuys,937.8352468571736,5.0,Weesp
1594,Taormina,1149.6070313784464,5.0,Weesp
1595,Ristobar Italica,1083.0744620729238,2.4,Weesp
1596,Le Bon,1008.7088239418918,4.0,Weesp
1597,De Bonte Bengel,574.7221520255662,2.8,Weesp
1598,Subway,861.8243738210845,5.0,Weesp
1599,Cafe Bali,920.3244724023469,3.7,Weesp
1600,De Binnenkomer,599.4072940907039,4.7,Enschede
1601,Vers Eten & Drinken,77.34336015072499,4.5,Enschede
1602,Daikichi,54.04131208278735,4.0,Enschede
1603,Burger King,38.753209797124605,3.0,Enschede
1604,Deli,1009.748379483375,4.8,Enschede
1605,Anne & Max,1050.9389047964175,4.8,Enschede
1606,De Buren,1060.7939670377473,4.1,Enschede
1607,King Sing,212.2733144925375,3.0,Enschede
1608,Aloha,852.7449434363177,4.0,Enschede
1609,Stadsstrand de Kade,620.6513341917654,5.0,Enschede
1610,Alkmaars Koffiehuis,723.9196172713763,5.0,Enschede
1611,Schots Restaurant Hielander,1008.5839781538273,3.8,Enschede
1612,Saladebar Oogst,479.2986157354422,5.0,Enschede
1613,Irish Pub Gunnery's,1101.3625315377635,5.0,Enschede
1614,Mojo's,942.0027393749233,5.0,Enschede
1615,Het Grand Cafeetje,935.7281656931732,4.0,Enschede
1616,Horecacentrum De Studio,516.498093746401,5.0,Enschede
1617,Vito,1485.8453538466451,4.3,Enschede
1618,Abby's,852.017140325663,4.3,Enschede
1619,Proeflokaal Bregje,525.2107427451322,2.3,Enschede
1620,restaurant zegels,744.6440355872974,4.7,Enschede
1621,Meat & Co,1020.6355087576528,4.3,Enschede
1622,Fresh Food,93.87041630226362,0.0,Enschede
1623,Petershoek Café,90.49918999393957,0.0,Enschede
1624,Burgers & Zo,566.070511391871,3.5,Enschede
1625,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Enschede
1626,Heeren van Sonoy,811.7969541676354,3.0,Enschede
1627,Gulden Vlies,749.6198242086455,4.0,Enschede
1628,La Cubanita Alkmaar,1019.1139257354848,5.0,Enschede
1629,SuperThai Restaurant ,749.6106910535735,3.3,Enschede
1630,Café-Bar Odeon,1117.6786219087742,4.0,Enschede
1631,Grand Café Klunder,491.1964571528282,0.0,Enschede
1632,1480 Food Bar,1019.4541370951409,4.0,Enschede
1633,Restaurant Tapas &,1057.2459116972116,5.0,Enschede
1634,Happy Italy,518.4117475871739,3.3,Enschede
1635,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Enschede
1636,Proeflokaal De Boom,942.184391949158,0.0,Enschede
1637,Kunchai,994.5218072237367,4.5,Enschede
1638,Cafe De Pilaren,1085.9413393183647,5.0,Enschede
1639,Moeke,484.4824365505958,0.0,Enschede
1640,De Amstelhoek,967.9020076874574,4.0,Enschede
1641,Il Colosseo,738.3859911669595,5.0,Enschede
1642,Rue de la Plume,789.023446360917,5.0,Enschede
1643,'t Friethuys,937.8352468571736,5.0,Enschede
1644,Taormina,1149.6070313784464,5.0,Enschede
1645,Ristobar Italica,1083.0744620729238,2.4,Enschede
1646,Le Bon,1008.7088239418918,4.0,Enschede
1647,De Bonte Bengel,574.7221520255662,2.8,Enschede
1648,Subway,861.8243738210845,5.0,Enschede
1649,Cafe Bali,920.3244724023469,3.7,Enschede
1650,De Binnenkomer,599.4072940907039,4.7,P + R Utrecht Science Park (De Uithof)
1651,Vers Eten & Drinken,77.34336015072499,4.5,P + R Utrecht Science Park (De Uithof)
1652,Daikichi,54.04131208278735,4.0,P + R Utrecht Science Park (De Uithof)
1653,Burger King,38.753209797124605,3.0,P + R Utrecht Science Park (De Uithof)
1654,Deli,1009.748379483375,4.8,P + R Utrecht Science Park (De Uithof)
1655,Anne & Max,1050.9389047964175,4.8,P + R Utrecht Science Park (De Uithof)
1656,De Buren,1060.7939670377473,4.1,P + R Utrecht Science Park (De Uithof)
1657,King Sing,212.2733144925375,3.0,P + R Utrecht Science Park (De Uithof)
1658,Aloha,852.7449434363177,4.0,P + R Utrecht Science Park (De Uithof)
1659,Stadsstrand de Kade,620.6513341917654,5.0,P + R Utrecht Science Park (De Uithof)
1660,Alkmaars Koffiehuis,723.9196172713763,5.0,P + R Utrecht Science Park (De Uithof)
1661,Schots Restaurant Hielander,1008.5839781538273,3.8,P + R Utrecht Science Park (De Uithof)
1662,Saladebar Oogst,479.2986157354422,5.0,P + R Utrecht Science Park (De Uithof)
1663,Irish Pub Gunnery's,1101.3625315377635,5.0,P + R Utrecht Science Park (De Uithof)
1664,Mojo's,942.0027393749233,5.0,P + R Utrecht Science Park (De Uithof)
1665,Het Grand Cafeetje,935.7281656931732,4.0,P + R Utrecht Science Park (De Uithof)
1666,Horecacentrum De Studio,516.498093746401,5.0,P + R Utrecht Science Park (De Uithof)
1667,Vito,1485.8453538466451,4.3,P + R Utrecht Science Park (De Uithof)
1668,Abby's,852.017140325663,4.3,P + R Utrecht Science Park (De Uithof)
1669,Proeflokaal Bregje,525.2107427451322,2.3,P + R Utrecht Science Park (De Uithof)
1670,restaurant zegels,744.6440355872974,4.7,P + R Utrecht Science Park (De Uithof)
1671,Meat & Co,1020.6355087576528,4.3,P + R Utrecht Science Park (De Uithof)
1672,Fresh Food,93.87041630226362,0.0,P + R Utrecht Science Park (De Uithof)
1673,Petershoek Café,90.49918999393957,0.0,P + R Utrecht Science Park (De Uithof)
1674,Burgers & Zo,566.070511391871,3.5,P + R Utrecht Science Park (De Uithof)
1675,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,P + R Utrecht Science Park (De Uithof)
1676,Heeren van Sonoy,811.7969541676354,3.0,P + R Utrecht Science Park (De Uithof)
1677,Gulden Vlies,749.6198242086455,4.0,P + R Utrecht Science Park (De Uithof)
1678,La Cubanita Alkmaar,1019.1139257354848,5.0,P + R Utrecht Science Park (De Uithof)
1679,SuperThai Restaurant ,749.6106910535735,3.3,P + R Utrecht Science Park (De Uithof)
1680,Café-Bar Odeon,1117.6786219087742,4.0,P + R Utrecht Science Park (De Uithof)
1681,Grand Café Klunder,491.1964571528282,0.0,P + R Utrecht Science Park (De Uithof)
1682,1480 Food Bar,1019.4541370951409,4.0,P + R Utrecht Science Park (De Uithof)
1683,Restaurant Tapas &,1057.2459116972116,5.0,P + R Utrecht Science Park (De Uithof)
1684,Happy Italy,518.4117475871739,3.3,P + R Utrecht Science Park (De Uithof)
1685,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,P + R Utrecht Science Park (De Uithof)
1686,Proeflokaal De Boom,942.184391949158,0.0,P + R Utrecht Science Park (De Uithof)
1687,Kunchai,994.5218072237367,4.5,P + R Utrecht Science Park (De Uithof)
1688,Cafe De Pilaren,1085.9413393183647,5.0,P + R Utrecht Science Park (De Uithof)
1689,Moeke,484.4824365505958,0.0,P + R Utrecht Science Park (De Uithof)
1690,De Amstelhoek,967.9020076874574,4.0,P + R Utrecht Science Park (De Uithof)
1691,Il Colosseo,738.3859911669595,5.0,P + R Utrecht Science Park (De Uithof)
1692,Rue de la Plume,789.023446360917,5.0,P + R Utrecht Science Park (De Uithof)
1693,'t Friethuys,937.8352468571736,5.0,P + R Utrecht Science Park (De Uithof)
1694,Taormina,1149.6070313784464,5.0,P + R Utrecht Science Park (De Uithof)
1695,Ristobar Italica,1083.0744620729238,2.4,P + R Utrecht Science Park (De Uithof)
1696,Le Bon,1008.7088239418918,4.0,P + R Utrecht Science Park (De Uithof)
1697,De Bonte Bengel,574.7221520255662,2.8,P + R Utrecht Science Park (De Uithof)
1698,Subway,861.8243738210845,5.0,P + R Utrecht Science Park (De Uithof)
1699,Cafe Bali,920.3244724023469,3.7,P + R Utrecht Science Park (De Uithof)
1700,De Binnenkomer,599.4072940907039,4.7,Eindhoven Centraal zuidzijde (centrum)
1701,Vers Eten & Drinken,77.34336015072499,4.5,Eindhoven Centraal zuidzijde (centrum)
1702,Daikichi,54.04131208278735,4.0,Eindhoven Centraal zuidzijde (centrum)
1703,Burger King,38.753209797124605,3.0,Eindhoven Centraal zuidzijde (centrum)
1704,Deli,1009.748379483375,4.8,Eindhoven Centraal zuidzijde (centrum)
1705,Anne & Max,1050.9389047964175,4.8,Eindhoven Centraal zuidzijde (centrum)
1706,De Buren,1060.7939670377473,4.1,Eindhoven Centraal zuidzijde (centrum)
1707,King Sing,212.2733144925375,3.0,Eindhoven Centraal zuidzijde (centrum)
1708,Aloha,852.7449434363177,4.0,Eindhoven Centraal zuidzijde (centrum)
1709,Stadsstrand de Kade,620.6513341917654,5.0,Eindhoven Centraal zuidzijde (centrum)
1710,Alkmaars Koffiehuis,723.9196172713763,5.0,Eindhoven Centraal zuidzijde (centrum)
1711,Schots Restaurant Hielander,1008.5839781538273,3.8,Eindhoven Centraal zuidzijde (centrum)
1712,Saladebar Oogst,479.2986157354422,5.0,Eindhoven Centraal zuidzijde (centrum)
1713,Irish Pub Gunnery's,1101.3625315377635,5.0,Eindhoven Centraal zuidzijde (centrum)
1714,Mojo's,942.0027393749233,5.0,Eindhoven Centraal zuidzijde (centrum)
1715,Het Grand Cafeetje,935.7281656931732,4.0,Eindhoven Centraal zuidzijde (centrum)
1716,Horecacentrum De Studio,516.498093746401,5.0,Eindhoven Centraal zuidzijde (centrum)
1717,Vito,1485.8453538466451,4.3,Eindhoven Centraal zuidzijde (centrum)
1718,Abby's,852.017140325663,4.3,Eindhoven Centraal zuidzijde (centrum)
1719,Proeflokaal Bregje,525.2107427451322,2.3,Eindhoven Centraal zuidzijde (centrum)
1720,restaurant zegels,744.6440355872974,4.7,Eindhoven Centraal zuidzijde (centrum)
1721,Meat & Co,1020.6355087576528,4.3,Eindhoven Centraal zuidzijde (centrum)
1722,Fresh Food,93.87041630226362,0.0,Eindhoven Centraal zuidzijde (centrum)
1723,Petershoek Café,90.49918999393957,0.0,Eindhoven Centraal zuidzijde (centrum)
1724,Burgers & Zo,566.070511391871,3.5,Eindhoven Centraal zuidzijde (centrum)
1725,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Eindhoven Centraal zuidzijde (centrum)
1726,Heeren van Sonoy,811.7969541676354,3.0,Eindhoven Centraal zuidzijde (centrum)
1727,Gulden Vlies,749.6198242086455,4.0,Eindhoven Centraal zuidzijde (centrum)
1728,La Cubanita Alkmaar,1019.1139257354848,5.0,Eindhoven Centraal zuidzijde (centrum)
1729,SuperThai Restaurant ,749.6106910535735,3.3,Eindhoven Centraal zuidzijde (centrum)
1730,Café-Bar Odeon,1117.6786219087742,4.0,Eindhoven Centraal zuidzijde (centrum)
1731,Grand Café Klunder,491.1964571528282,0.0,Eindhoven Centraal zuidzijde (centrum)
1732,1480 Food Bar,1019.4541370951409,4.0,Eindhoven Centraal zuidzijde (centrum)
1733,Restaurant Tapas &,1057.2459116972116,5.0,Eindhoven Centraal zuidzijde (centrum)
1734,Happy Italy,518.4117475871739,3.3,Eindhoven Centraal zuidzijde (centrum)
1735,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Eindhoven Centraal zuidzijde (centrum)
1736,Proeflokaal De Boom,942.184391949158,0.0,Eindhoven Centraal zuidzijde (centrum)
1737,Kunchai,994.5218072237367,4.5,Eindhoven Centraal zuidzijde (centrum)
1738,Cafe De Pilaren,1085.9413393183647,5.0,Eindhoven Centraal zuidzijde (centrum)
1739,Moeke,484.4824365505958,0.0,Eindhoven Centraal zuidzijde (centrum)
1740,De Amstelhoek,967.9020076874574,4.0,Eindhoven Centraal zuidzijde (centrum)
1741,Il Colosseo,738.3859911669595,5.0,Eindhoven Centraal zuidzijde (centrum)
1742,Rue de la Plume,789.023446360917,5.0,Eindhoven Centraal zuidzijde (centrum)
1743,'t Friethuys,937.8352468571736,5.0,Eindhoven Centraal zuidzijde (centrum)
1744,Taormina,1149.6070313784464,5.0,Eindhoven Centraal zuidzijde (centrum)
1745,Ristobar Italica,1083.0744620729238,2.4,Eindhoven Centraal zuidzijde (centrum)
1746,Le Bon,1008.7088239418918,4.0,Eindhoven Centraal zuidzijde (centrum)
1747,De Bonte Bengel,574.7221520255662,2.8,Eindhoven Centraal zuidzijde (centrum)
1748,Subway,861.8243738210845,5.0,Eindhoven Centraal zuidzijde (centrum)
1749,Cafe Bali,920.3244724023469,3.7,Eindhoven Centraal zuidzijde (centrum)
1750,De Binnenkomer,599.4072940907039,4.7,Maarheeze
1751,Vers Eten & Drinken,77.34336015072499,4.5,Maarheeze
1752,Daikichi,54.04131208278735,4.0,Maarheeze
1753,Burger King,38.753209797124605,3.0,Maarheeze
1754,Deli,1009.748379483375,4.8,Maarheeze
1755,Anne & Max,1050.9389047964175,4.8,Maarheeze
1756,De Buren,1060.7939670377473,4.1,Maarheeze
1757,King Sing,212.2733144925375,3.0,Maarheeze
1758,Aloha,852.7449434363177,4.0,Maarheeze
1759,Stadsstrand de Kade,620.6513341917654,5.0,Maarheeze
1760,Alkmaars Koffiehuis,723.9196172713763,5.0,Maarheeze
1761,Schots Restaurant Hielander,1008.5839781538273,3.8,Maarheeze
1762,Saladebar Oogst,479.2986157354422,5.0,Maarheeze
1763,Irish Pub Gunnery's,1101.3625315377635,5.0,Maarheeze
1764,Mojo's,942.0027393749233,5.0,Maarheeze
1765,Het Grand Cafeetje,935.7281656931732,4.0,Maarheeze
1766,Horecacentrum De Studio,516.498093746401,5.0,Maarheeze
1767,Vito,1485.8453538466451,4.3,Maarheeze
1768,Abby's,852.017140325663,4.3,Maarheeze
1769,Proeflokaal Bregje,525.2107427451322,2.3,Maarheeze
1770,restaurant zegels,744.6440355872974,4.7,Maarheeze
1771,Meat & Co,1020.6355087576528,4.3,Maarheeze
1772,Fresh Food,93.87041630226362,0.0,Maarheeze
1773,Petershoek Café,90.49918999393957,0.0,Maarheeze
1774,Burgers & Zo,566.070511391871,3.5,Maarheeze
1775,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Maarheeze
1776,Heeren van Sonoy,811.7969541676354,3.0,Maarheeze
1777,Gulden Vlies,749.6198242086455,4.0,Maarheeze
1778,La Cubanita Alkmaar,1019.1139257354848,5.0,Maarheeze
1779,SuperThai Restaurant ,749.6106910535735,3.3,Maarheeze
1780,Café-Bar Odeon,1117.6786219087742,4.0,Maarheeze
1781,Grand Café Klunder,491.1964571528282,0.0,Maarheeze
1782,1480 Food Bar,1019.4541370951409,4.0,Maarheeze
1783,Restaurant Tapas &,1057.2459116972116,5.0,Maarheeze
1784,Happy Italy,518.4117475871739,3.3,Maarheeze
1785,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Maarheeze
1786,Proeflokaal De Boom,942.184391949158,0.0,Maarheeze
1787,Kunchai,994.5218072237367,4.5,Maarheeze
1788,Cafe De Pilaren,1085.9413393183647,5.0,Maarheeze
1789,Moeke,484.4824365505958,0.0,Maarheeze
1790,De Amstelhoek,967.9020076874574,4.0,Maarheeze
1791,Il Colosseo,738.3859911669595,5.0,Maarheeze
1792,Rue de la Plume,789.023446360917,5.0,Maarheeze
1793,'t Friethuys,937.8352468571736,5.0,Maarheeze
1794,Taormina,1149.6070313784464,5.0,Maarheeze
1795,Ristobar Italica,1083.0744620729238,2.4,Maarheeze
1796,Le Bon,1008.7088239418918,4.0,Maarheeze
1797,De Bonte Bengel,574.7221520255662,2.8,Maarheeze
1798,Subway,861.8243738210845,5.0,Maarheeze
1799,Cafe Bali,920.3244724023469,3.7,Maarheeze
1800,De Binnenkomer,599.4072940907039,4.7,Utrecht P+R Papendorp
1801,Vers Eten & Drinken,77.34336015072499,4.5,Utrecht P+R Papendorp
1802,Daikichi,54.04131208278735,4.0,Utrecht P+R Papendorp
1803,Burger King,38.753209797124605,3.0,Utrecht P+R Papendorp
1804,Deli,1009.748379483375,4.8,Utrecht P+R Papendorp
1805,Anne & Max,1050.9389047964175,4.8,Utrecht P+R Papendorp
1806,De Buren,1060.7939670377473,4.1,Utrecht P+R Papendorp
1807,King Sing,212.2733144925375,3.0,Utrecht P+R Papendorp
1808,Aloha,852.7449434363177,4.0,Utrecht P+R Papendorp
1809,Stadsstrand de Kade,620.6513341917654,5.0,Utrecht P+R Papendorp
1810,Alkmaars Koffiehuis,723.9196172713763,5.0,Utrecht P+R Papendorp
1811,Schots Restaurant Hielander,1008.5839781538273,3.8,Utrecht P+R Papendorp
1812,Saladebar Oogst,479.2986157354422,5.0,Utrecht P+R Papendorp
1813,Irish Pub Gunnery's,1101.3625315377635,5.0,Utrecht P+R Papendorp
1814,Mojo's,942.0027393749233,5.0,Utrecht P+R Papendorp
1815,Het Grand Cafeetje,935.7281656931732,4.0,Utrecht P+R Papendorp
1816,Horecacentrum De Studio,516.498093746401,5.0,Utrecht P+R Papendorp
1817,Vito,1485.8453538466451,4.3,Utrecht P+R Papendorp
1818,Abby's,852.017140325663,4.3,Utrecht P+R Papendorp
1819,Proeflokaal Bregje,525.2107427451322,2.3,Utrecht P+R Papendorp
1820,restaurant zegels,744.6440355872974,4.7,Utrecht P+R Papendorp
1821,Meat & Co,1020.6355087576528,4.3,Utrecht P+R Papendorp
1822,Fresh Food,93.87041630226362,0.0,Utrecht P+R Papendorp
1823,Petershoek Café,90.49918999393957,0.0,Utrecht P+R Papendorp
1824,Burgers & Zo,566.070511391871,3.5,Utrecht P+R Papendorp
1825,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Utrecht P+R Papendorp
1826,Heeren van Sonoy,811.7969541676354,3.0,Utrecht P+R Papendorp
1827,Gulden Vlies,749.6198242086455,4.0,Utrecht P+R Papendorp
1828,La Cubanita Alkmaar,1019.1139257354848,5.0,Utrecht P+R Papendorp
1829,SuperThai Restaurant ,749.6106910535735,3.3,Utrecht P+R Papendorp
1830,Café-Bar Odeon,1117.6786219087742,4.0,Utrecht P+R Papendorp
1831,Grand Café Klunder,491.1964571528282,0.0,Utrecht P+R Papendorp
1832,1480 Food Bar,1019.4541370951409,4.0,Utrecht P+R Papendorp
1833,Restaurant Tapas &,1057.2459116972116,5.0,Utrecht P+R Papendorp
1834,Happy Italy,518.4117475871739,3.3,Utrecht P+R Papendorp
1835,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Utrecht P+R Papendorp
1836,Proeflokaal De Boom,942.184391949158,0.0,Utrecht P+R Papendorp
1837,Kunchai,994.5218072237367,4.5,Utrecht P+R Papendorp
1838,Cafe De Pilaren,1085.9413393183647,5.0,Utrecht P+R Papendorp
1839,Moeke,484.4824365505958,0.0,Utrecht P+R Papendorp
1840,De Amstelhoek,967.9020076874574,4.0,Utrecht P+R Papendorp
1841,Il Colosseo,738.3859911669595,5.0,Utrecht P+R Papendorp
1842,Rue de la Plume,789.023446360917,5.0,Utrecht P+R Papendorp
1843,'t Friethuys,937.8352468571736,5.0,Utrecht P+R Papendorp
1844,Taormina,1149.6070313784464,5.0,Utrecht P+R Papendorp
1845,Ristobar Italica,1083.0744620729238,2.4,Utrecht P+R Papendorp
1846,Le Bon,1008.7088239418918,4.0,Utrecht P+R Papendorp
1847,De Bonte Bengel,574.7221520255662,2.8,Utrecht P+R Papendorp
1848,Subway,861.8243738210845,5.0,Utrecht P+R Papendorp
1849,Cafe Bali,920.3244724023469,3.7,Utrecht P+R Papendorp
1850,De Binnenkomer,599.4072940907039,4.7,Hoogezand Sappemeer
1851,Vers Eten & Drinken,77.34336015072499,4.5,Hoogezand Sappemeer
1852,Daikichi,54.04131208278735,4.0,Hoogezand Sappemeer
1853,Burger King,38.753209797124605,3.0,Hoogezand Sappemeer
1854,Deli,1009.748379483375,4.8,Hoogezand Sappemeer
1855,Anne & Max,1050.9389047964175,4.8,Hoogezand Sappemeer
1856,De Buren,1060.7939670377473,4.1,Hoogezand Sappemeer
1857,King Sing,212.2733144925375,3.0,Hoogezand Sappemeer
1858,Aloha,852.7449434363177,4.0,Hoogezand Sappemeer
1859,Stadsstrand de Kade,620.6513341917654,5.0,Hoogezand Sappemeer
1860,Alkmaars Koffiehuis,723.9196172713763,5.0,Hoogezand Sappemeer
1861,Schots Restaurant Hielander,1008.5839781538273,3.8,Hoogezand Sappemeer
1862,Saladebar Oogst,479.2986157354422,5.0,Hoogezand Sappemeer
1863,Irish Pub Gunnery's,1101.3625315377635,5.0,Hoogezand Sappemeer
1864,Mojo's,942.0027393749233,5.0,Hoogezand Sappemeer
1865,Het Grand Cafeetje,935.7281656931732,4.0,Hoogezand Sappemeer
1866,Horecacentrum De Studio,516.498093746401,5.0,Hoogezand Sappemeer
1867,Vito,1485.8453538466451,4.3,Hoogezand Sappemeer
1868,Abby's,852.017140325663,4.3,Hoogezand Sappemeer
1869,Proeflokaal Bregje,525.2107427451322,2.3,Hoogezand Sappemeer
1870,restaurant zegels,744.6440355872974,4.7,Hoogezand Sappemeer
1871,Meat & Co,1020.6355087576528,4.3,Hoogezand Sappemeer
1872,Fresh Food,93.87041630226362,0.0,Hoogezand Sappemeer
1873,Petershoek Café,90.49918999393957,0.0,Hoogezand Sappemeer
1874,Burgers & Zo,566.070511391871,3.5,Hoogezand Sappemeer
1875,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Hoogezand Sappemeer
1876,Heeren van Sonoy,811.7969541676354,3.0,Hoogezand Sappemeer
1877,Gulden Vlies,749.6198242086455,4.0,Hoogezand Sappemeer
1878,La Cubanita Alkmaar,1019.1139257354848,5.0,Hoogezand Sappemeer
1879,SuperThai Restaurant ,749.6106910535735,3.3,Hoogezand Sappemeer
1880,Café-Bar Odeon,1117.6786219087742,4.0,Hoogezand Sappemeer
1881,Grand Café Klunder,491.1964571528282,0.0,Hoogezand Sappemeer
1882,1480 Food Bar,1019.4541370951409,4.0,Hoogezand Sappemeer
1883,Restaurant Tapas &,1057.2459116972116,5.0,Hoogezand Sappemeer
1884,Happy Italy,518.4117475871739,3.3,Hoogezand Sappemeer
1885,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Hoogezand Sappemeer
1886,Proeflokaal De Boom,942.184391949158,0.0,Hoogezand Sappemeer
1887,Kunchai,994.5218072237367,4.5,Hoogezand Sappemeer
1888,Cafe De Pilaren,1085.9413393183647,5.0,Hoogezand Sappemeer
1889,Moeke,484.4824365505958,0.0,Hoogezand Sappemeer
1890,De Amstelhoek,967.9020076874574,4.0,Hoogezand Sappemeer
1891,Il Colosseo,738.3859911669595,5.0,Hoogezand Sappemeer
1892,Rue de la Plume,789.023446360917,5.0,Hoogezand Sappemeer
1893,'t Friethuys,937.8352468571736,5.0,Hoogezand Sappemeer
1894,Taormina,1149.6070313784464,5.0,Hoogezand Sappemeer
1895,Ristobar Italica,1083.0744620729238,2.4,Hoogezand Sappemeer
1896,Le Bon,1008.7088239418918,4.0,Hoogezand Sappemeer
1897,De Bonte Bengel,574.7221520255662,2.8,Hoogezand Sappemeer
1898,Subway,861.8243738210845,5.0,Hoogezand Sappemeer
1899,Cafe Bali,920.3244724023469,3.7,Hoogezand Sappemeer
1900,De Binnenkomer,599.4072940907039,4.7,Diemen Zuid
1901,Vers Eten & Drinken,77.34336015072499,4.5,Diemen Zuid
1902,Daikichi,54.04131208278735,4.0,Diemen Zuid
1903,Burger King,38.753209797124605,3.0,Diemen Zuid
1904,Deli,1009.748379483375,4.8,Diemen Zuid
1905,Anne & Max,1050.9389047964175,4.8,Diemen Zuid
1906,De Buren,1060.7939670377473,4.1,Diemen Zuid
1907,King Sing,212.2733144925375,3.0,Diemen Zuid
1908,Aloha,852.7449434363177,4.0,Diemen Zuid
1909,Stadsstrand de Kade,620.6513341917654,5.0,Diemen Zuid
1910,Alkmaars Koffiehuis,723.9196172713763,5.0,Diemen Zuid
1911,Schots Restaurant Hielander,1008.5839781538273,3.8,Diemen Zuid
1912,Saladebar Oogst,479.2986157354422,5.0,Diemen Zuid
1913,Irish Pub Gunnery's,1101.3625315377635,5.0,Diemen Zuid
1914,Mojo's,942.0027393749233,5.0,Diemen Zuid
1915,Het Grand Cafeetje,935.7281656931732,4.0,Diemen Zuid
1916,Horecacentrum De Studio,516.498093746401,5.0,Diemen Zuid
1917,Vito,1485.8453538466451,4.3,Diemen Zuid
1918,Abby's,852.017140325663,4.3,Diemen Zuid
1919,Proeflokaal Bregje,525.2107427451322,2.3,Diemen Zuid
1920,restaurant zegels,744.6440355872974,4.7,Diemen Zuid
1921,Meat & Co,1020.6355087576528,4.3,Diemen Zuid
1922,Fresh Food,93.87041630226362,0.0,Diemen Zuid
1923,Petershoek Café,90.49918999393957,0.0,Diemen Zuid
1924,Burgers & Zo,566.070511391871,3.5,Diemen Zuid
1925,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Diemen Zuid
1926,Heeren van Sonoy,811.7969541676354,3.0,Diemen Zuid
1927,Gulden Vlies,749.6198242086455,4.0,Diemen Zuid
1928,La Cubanita Alkmaar,1019.1139257354848,5.0,Diemen Zuid
1929,SuperThai Restaurant ,749.6106910535735,3.3,Diemen Zuid
1930,Café-Bar Odeon,1117.6786219087742,4.0,Diemen Zuid
1931,Grand Café Klunder,491.1964571528282,0.0,Diemen Zuid
1932,1480 Food Bar,1019.4541370951409,4.0,Diemen Zuid
1933,Restaurant Tapas &,1057.2459116972116,5.0,Diemen Zuid
1934,Happy Italy,518.4117475871739,3.3,Diemen Zuid
1935,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Diemen Zuid
1936,Proeflokaal De Boom,942.184391949158,0.0,Diemen Zuid
1937,Kunchai,994.5218072237367,4.5,Diemen Zuid
1938,Cafe De Pilaren,1085.9413393183647,5.0,Diemen Zuid
1939,Moeke,484.4824365505958,0.0,Diemen Zuid
1940,De Amstelhoek,967.9020076874574,4.0,Diemen Zuid
1941,Il Colosseo,738.3859911669595,5.0,Diemen Zuid
1942,Rue de la Plume,789.023446360917,5.0,Diemen Zuid
1943,'t Friethuys,937.8352468571736,5.0,Diemen Zuid
1944,Taormina,1149.6070313784464,5.0,Diemen Zuid
1945,Ristobar Italica,1083.0744620729238,2.4,Diemen Zuid
1946,Le Bon,1008.7088239418918,4.0,Diemen Zuid
1947,De Bonte Bengel,574.7221520255662,2.8,Diemen Zuid
1948,Subway,861.8243738210845,5.0,Diemen Zuid
1949,Cafe Bali,920.3244724023469,3.7,Diemen Zuid
1950,De Binnenkomer,599.4072940907039,4.7,Bunnik
1951,Vers Eten & Drinken,77.34336015072499,4.5,Bunnik
1952,Daikichi,54.04131208278735,4.0,Bunnik
1953,Burger King,38.753209797124605,3.0,Bunnik
1954,Deli,1009.748379483375,4.8,Bunnik
1955,Anne & Max,1050.9389047964175,4.8,Bunnik
1956,De Buren,1060.7939670377473,4.1,Bunnik
1957,King Sing,212.2733144925375,3.0,Bunnik
1958,Aloha,852.7449434363177,4.0,Bunnik
1959,Stadsstrand de Kade,620.6513341917654,5.0,Bunnik
1960,Alkmaars Koffiehuis,723.9196172713763,5.0,Bunnik
1961,Schots Restaurant Hielander,1008.5839781538273,3.8,Bunnik
1962,Saladebar Oogst,479.2986157354422,5.0,Bunnik
1963,Irish Pub Gunnery's,1101.3625315377635,5.0,Bunnik
1964,Mojo's,942.0027393749233,5.0,Bunnik
1965,Het Grand Cafeetje,935.7281656931732,4.0,Bunnik
1966,Horecacentrum De Studio,516.498093746401,5.0,Bunnik
1967,Vito,1485.8453538466451,4.3,Bunnik
1968,Abby's,852.017140325663,4.3,Bunnik
1969,Proeflokaal Bregje,525.2107427451322,2.3,Bunnik
1970,restaurant zegels,744.6440355872974,4.7,Bunnik
