,Name,Distance,Rating,Station Name
0,De Binnenkomer,599.4072940907039,4.7,Alkmaar
1,Vers Eten & Drinken,77.34336015072499,4.5,Alkmaar
2,Daikichi,54.04131208278735,4.0,Alkmaar
3,Burger King,38.753209797124605,3.0,Alkmaar
4,Deli,1009.748379483375,4.8,Alkmaar
5,Anne & Max,1050.9389047964175,4.8,Alkmaar
6,De Buren,1060.7939670377473,4.1,Alkmaar
7,King Sing,212.2733144925375,3.0,Alkmaar
8,Aloha,852.7449434363177,4.0,Alkmaar
9,Stadsstrand de Kade,620.6513341917654,5.0,Alkmaar
10,Alkmaars Koffiehuis,723.9196172713763,5.0,Alkmaar
11,Schots Restaurant Hielander,1008.5839781538273,3.8,Alkmaar
12,Saladebar Oogst,479.2986157354422,5.0,Alkmaar
13,Irish Pub Gunnery's,1101.3625315377635,5.0,Alkmaar
14,Mojo's,942.0027393749233,5.0,Alkmaar
15,Het Grand Cafeetje,935.7281656931732,4.0,Alkmaar
16,Horecacentrum De Studio,516.498093746401,5.0,Alkmaar
17,Vito,1485.8453538466451,4.3,Alkmaar
18,Abby's,852.017140325663,4.3,Alkmaar
19,Proeflokaal Bregje,525.2107427451322,2.3,Alkmaar
20,restaurant zegels,744.6440355872974,4.7,Alkmaar
21,Meat & Co,1020.6355087576528,4.3,Alkmaar
22,Fresh Food,93.87041630226362,0.0,Alkmaar
23,Petershoek Café,90.49918999393957,0.0,Alkmaar
24,Burgers & Zo,566.070511391871,3.5,Alkmaar
25,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Alkmaar
26,Heeren van Sonoy,811.7969541676354,3.0,Alkmaar
27,Gulden Vlies,749.6198242086455,4.0,Alkmaar
28,La Cubanita Alkmaar,1019.1139257354848,5.0,Alkmaar
29,SuperThai Restaurant ,749.6106910535735,3.3,Alkmaar
30,Café-Bar Odeon,1117.6786219087742,4.0,Alkmaar
31,Grand Café Klunder,491.1964571528282,0.0,Alkmaar
32,1480 Food Bar,1019.4541370951409,4.0,Alkmaar
33,Restaurant Tapas &,1057.2459116972116,5.0,Alkmaar
34,Happy Italy,518.4117475871739,3.3,Alkmaar
35,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Alkmaar
36,Proeflokaal De Boom,942.184391949158,0.0,Alkmaar
37,Kunchai,994.5218072237367,4.5,Alkmaar
38,Cafe De Pilaren,1085.9413393183647,5.0,Alkmaar
39,Moeke,484.4824365505958,0.0,Alkmaar
40,De Amstelhoek,967.9020076874574,4.0,Alkmaar
41,Il Colosseo,738.3859911669595,5.0,Alkmaar
42,Rue de la Plume,789.023446360917,5.0,Alkmaar
43,'t Friethuys,937.8352468571736,5.0,Alkmaar
44,Taormina,1149.6070313784464,5.0,Alkmaar
45,Ristobar Italica,1083.0744620729238,2.4,Alkmaar
46,Le Bon,1008.7088239418918,4.0,Alkmaar
47,De Bonte Bengel,574.7221520255662,2.8,Alkmaar
48,Subway,861.8243738210845,5.0,Alkmaar
49,Cafe Bali,920.3244724023469,3.7,Alkmaar
50,De Binnenkomer,599.4072940907039,4.7,Amsterdam Noord
51,Vers Eten & Drinken,77.34336015072499,4.5,Amsterdam Noord
52,Daikichi,54.04131208278735,4.0,Amsterdam Noord
53,Burger King,38.753209797124605,3.0,Amsterdam Noord
54,Deli,1009.748379483375,4.8,Amsterdam Noord
55,Anne & Max,1050.9389047964175,4.8,Amsterdam Noord
56,De Buren,1060.7939670377473,4.1,Amsterdam Noord
57,King Sing,212.2733144925375,3.0,Amsterdam Noord
58,Aloha,852.7449434363177,4.0,Amsterdam Noord
59,Stadsstrand de Kade,620.6513341917654,5.0,Amsterdam Noord
60,Alkmaars Koffiehuis,723.9196172713763,5.0,Amsterdam Noord
61,Schots Restaurant Hielander,1008.5839781538273,3.8,Amsterdam Noord
62,Saladebar Oogst,479.2986157354422,5.0,Amsterdam Noord
63,Irish Pub Gunnery's,1101.3625315377635,5.0,Amsterdam Noord
64,Mojo's,942.0027393749233,5.0,Amsterdam Noord
65,Het Grand Cafeetje,935.7281656931732,4.0,Amsterdam Noord
66,Horecacentrum De Studio,516.498093746401,5.0,Amsterdam Noord
67,Vito,1485.8453538466451,4.3,Amsterdam Noord
68,Abby's,852.017140325663,4.3,Amsterdam Noord
69,Proeflokaal Bregje,525.2107427451322,2.3,Amsterdam Noord
70,restaurant zegels,744.6440355872974,4.7,Amsterdam Noord
71,Meat & Co,1020.6355087576528,4.3,Amsterdam Noord
72,Fresh Food,93.87041630226362,0.0,Amsterdam Noord
73,Petershoek Café,90.49918999393957,0.0,Amsterdam Noord
74,Burgers & Zo,566.070511391871,3.5,Amsterdam Noord
75,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Amsterdam Noord
76,Heeren van Sonoy,811.7969541676354,3.0,Amsterdam Noord
77,Gulden Vlies,749.6198242086455,4.0,Amsterdam Noord
78,La Cubanita Alkmaar,1019.1139257354848,5.0,Amsterdam Noord
79,SuperThai Restaurant ,749.6106910535735,3.3,Amsterdam Noord
80,Café-Bar Odeon,1117.6786219087742,4.0,Amsterdam Noord
81,Grand Café Klunder,491.1964571528282,0.0,Amsterdam Noord
82,1480 Food Bar,1019.4541370951409,4.0,Amsterdam Noord
83,Restaurant Tapas &,1057.2459116972116,5.0,Amsterdam Noord
84,Happy Italy,518.4117475871739,3.3,Amsterdam Noord
85,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Amsterdam Noord
86,Proeflokaal De Boom,942.184391949158,0.0,Amsterdam Noord
87,Kunchai,994.5218072237367,4.5,Amsterdam Noord
88,Cafe De Pilaren,1085.9413393183647,5.0,Amsterdam Noord
89,Moeke,484.4824365505958,0.0,Amsterdam Noord
90,De Amstelhoek,967.9020076874574,4.0,Amsterdam Noord
91,Il Colosseo,738.3859911669595,5.0,Amsterdam Noord
92,Rue de la Plume,789.023446360917,5.0,Amsterdam Noord
93,'t Friethuys,937.8352468571736,5.0,Amsterdam Noord
94,Taormina,1149.6070313784464,5.0,Amsterdam Noord
95,Ristobar Italica,1083.0744620729238,2.4,Amsterdam Noord
96,Le Bon,1008.7088239418918,4.0,Amsterdam Noord
97,De Bonte Bengel,574.7221520255662,2.8,Amsterdam Noord
98,Subway,861.8243738210845,5.0,Amsterdam Noord
99,Cafe Bali,920.3244724023469,3.7,Amsterdam Noord
100,De Binnenkomer,599.4072940907039,4.7,Hoogeveen
101,Vers Eten & Drinken,77.34336015072499,4.5,Hoogeveen
102,Daikichi,54.04131208278735,4.0,Hoogeveen
103,Burger King,38.753209797124605,3.0,Hoogeveen
104,Deli,1009.748379483375,4.8,Hoogeveen
105,Anne & Max,1050.9389047964175,4.8,Hoogeveen
106,De Buren,1060.7939670377473,4.1,Hoogeveen
107,King Sing,212.2733144925375,3.0,Hoogeveen
108,Aloha,852.7449434363177,4.0,Hoogeveen
109,Stadsstrand de Kade,620.6513341917654,5.0,Hoogeveen
110,Alkmaars Koffiehuis,723.9196172713763,5.0,Hoogeveen
111,Schots Restaurant Hielander,1008.5839781538273,3.8,Hoogeveen
112,Saladebar Oogst,479.2986157354422,5.0,Hoogeveen
113,Irish Pub Gunnery's,1101.3625315377635,5.0,Hoogeveen
114,Mojo's,942.0027393749233,5.0,Hoogeveen
115,Het Grand Cafeetje,935.7281656931732,4.0,Hoogeveen
116,Horecacentrum De Studio,516.498093746401,5.0,Hoogeveen
117,Vito,1485.8453538466451,4.3,Hoogeveen
118,Abby's,852.017140325663,4.3,Hoogeveen
119,Proeflokaal Bregje,525.2107427451322,2.3,Hoogeveen
120,restaurant zegels,744.6440355872974,4.7,Hoogeveen
121,Meat & Co,1020.6355087576528,4.3,Hoogeveen
122,Fresh Food,93.87041630226362,0.0,Hoogeveen
123,Petershoek Café,90.49918999393957,0.0,Hoogeveen
124,Burgers & Zo,566.070511391871,3.5,Hoogeveen
125,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Hoogeveen
126,Heeren van Sonoy,811.7969541676354,3.0,Hoogeveen
127,Gulden Vlies,749.6198242086455,4.0,Hoogeveen
128,La Cubanita Alkmaar,1019.1139257354848,5.0,Hoogeveen
129,SuperThai Restaurant ,749.6106910535735,3.3,Hoogeveen
130,Café-Bar Odeon,1117.6786219087742,4.0,Hoogeveen
131,Grand Café Klunder,491.1964571528282,0.0,Hoogeveen
132,1480 Food Bar,1019.4541370951409,4.0,Hoogeveen
133,Restaurant Tapas &,1057.2459116972116,5.0,Hoogeveen
134,Happy Italy,518.4117475871739,3.3,Hoogeveen
135,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Hoogeveen
136,Proeflokaal De Boom,942.184391949158,0.0,Hoogeveen
137,Kunchai,994.5218072237367,4.5,Hoogeveen
138,Cafe De Pilaren,1085.9413393183647,5.0,Hoogeveen
139,Moeke,484.4824365505958,0.0,Hoogeveen
140,De Amstelhoek,967.9020076874574,4.0,Hoogeveen
141,Il Colosseo,738.3859911669595,5.0,Hoogeveen
142,Rue de la Plume,789.023446360917,5.0,Hoogeveen
143,'t Friethuys,937.8352468571736,5.0,Hoogeveen
144,Taormina,1149.6070313784464,5.0,Hoogeveen
145,Ristobar Italica,1083.0744620729238,2.4,Hoogeveen
146,Le Bon,1008.7088239418918,4.0,Hoogeveen
147,De Bonte Bengel,574.7221520255662,2.8,Hoogeveen
148,Subway,861.8243738210845,5.0,Hoogeveen
149,Cafe Bali,920.3244724023469,3.7,Hoogeveen
150,De Binnenkomer,599.4072940907039,4.7,Zoetermeer Driemanspolder
151,Vers Eten & Drinken,77.34336015072499,4.5,Zoetermeer Driemanspolder
152,Daikichi,54.04131208278735,4.0,Zoetermeer Driemanspolder
153,Burger King,38.753209797124605,3.0,Zoetermeer Driemanspolder
154,Deli,1009.748379483375,4.8,Zoetermeer Driemanspolder
155,Anne & Max,1050.9389047964175,4.8,Zoetermeer Driemanspolder
156,De Buren,1060.7939670377473,4.1,Zoetermeer Driemanspolder
157,King Sing,212.2733144925375,3.0,Zoetermeer Driemanspolder
158,Aloha,852.7449434363177,4.0,Zoetermeer Driemanspolder
159,Stadsstrand de Kade,620.6513341917654,5.0,Zoetermeer Driemanspolder
160,Alkmaars Koffiehuis,723.9196172713763,5.0,Zoetermeer Driemanspolder
161,Schots Restaurant Hielander,1008.5839781538273,3.8,Zoetermeer Driemanspolder
162,Saladebar Oogst,479.2986157354422,5.0,Zoetermeer Driemanspolder
163,Irish Pub Gunnery's,1101.3625315377635,5.0,Zoetermeer Driemanspolder
164,Mojo's,942.0027393749233,5.0,Zoetermeer Driemanspolder
165,Het Grand Cafeetje,935.7281656931732,4.0,Zoetermeer Driemanspolder
166,Horecacentrum De Studio,516.498093746401,5.0,Zoetermeer Driemanspolder
167,Vito,1485.8453538466451,4.3,Zoetermeer Driemanspolder
168,Abby's,852.017140325663,4.3,Zoetermeer Driemanspolder
169,Proeflokaal Bregje,525.2107427451322,2.3,Zoetermeer Driemanspolder
170,restaurant zegels,744.6440355872974,4.7,Zoetermeer Driemanspolder
171,Meat & Co,1020.6355087576528,4.3,Zoetermeer Driemanspolder
172,Fresh Food,93.87041630226362,0.0,Zoetermeer Driemanspolder
173,Petershoek Café,90.49918999393957,0.0,Zoetermeer Driemanspolder
174,Burgers & Zo,566.070511391871,3.5,Zoetermeer Driemanspolder
175,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Zoetermeer Driemanspolder
176,Heeren van Sonoy,811.7969541676354,3.0,Zoetermeer Driemanspolder
177,Gulden Vlies,749.6198242086455,4.0,Zoetermeer Driemanspolder
178,La Cubanita Alkmaar,1019.1139257354848,5.0,Zoetermeer Driemanspolder
179,SuperThai Restaurant ,749.6106910535735,3.3,Zoetermeer Driemanspolder
180,Café-Bar Odeon,1117.6786219087742,4.0,Zoetermeer Driemanspolder
181,Grand Café Klunder,491.1964571528282,0.0,Zoetermeer Driemanspolder
182,1480 Food Bar,1019.4541370951409,4.0,Zoetermeer Driemanspolder
183,Restaurant Tapas &,1057.2459116972116,5.0,Zoetermeer Driemanspolder
184,Happy Italy,518.4117475871739,3.3,Zoetermeer Driemanspolder
185,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Zoetermeer Driemanspolder
186,Proeflokaal De Boom,942.184391949158,0.0,Zoetermeer Driemanspolder
187,Kunchai,994.5218072237367,4.5,Zoetermeer Driemanspolder
188,Cafe De Pilaren,1085.9413393183647,5.0,Zoetermeer Driemanspolder
189,Moeke,484.4824365505958,0.0,Zoetermeer Driemanspolder
190,De Amstelhoek,967.9020076874574,4.0,Zoetermeer Driemanspolder
191,Il Colosseo,738.3859911669595,5.0,Zoetermeer Driemanspolder
192,Rue de la Plume,789.023446360917,5.0,Zoetermeer Driemanspolder
193,'t Friethuys,937.8352468571736,5.0,Zoetermeer Driemanspolder
194,Taormina,1149.6070313784464,5.0,Zoetermeer Driemanspolder
195,Ristobar Italica,1083.0744620729238,2.4,Zoetermeer Driemanspolder
196,Le Bon,1008.7088239418918,4.0,Zoetermeer Driemanspolder
197,De Bonte Bengel,574.7221520255662,2.8,Zoetermeer Driemanspolder
198,Subway,861.8243738210845,5.0,Zoetermeer Driemanspolder
199,Cafe Bali,920.3244724023469,3.7,Zoetermeer Driemanspolder
200,De Binnenkomer,599.4072940907039,4.7,Veenendaal Centrum
201,Vers Eten & Drinken,77.34336015072499,4.5,Veenendaal Centrum
202,Daikichi,54.04131208278735,4.0,Veenendaal Centrum
203,Burger King,38.753209797124605,3.0,Veenendaal Centrum
204,Deli,1009.748379483375,4.8,Veenendaal Centrum
205,Anne & Max,1050.9389047964175,4.8,Veenendaal Centrum
206,De Buren,1060.7939670377473,4.1,Veenendaal Centrum
207,King Sing,212.2733144925375,3.0,Veenendaal Centrum
208,Aloha,852.7449434363177,4.0,Veenendaal Centrum
209,Stadsstrand de Kade,620.6513341917654,5.0,Veenendaal Centrum
210,Alkmaars Koffiehuis,723.9196172713763,5.0,Veenendaal Centrum
211,Schots Restaurant Hielander,1008.5839781538273,3.8,Veenendaal Centrum
212,Saladebar Oogst,479.2986157354422,5.0,Veenendaal Centrum
213,Irish Pub Gunnery's,1101.3625315377635,5.0,Veenendaal Centrum
214,Mojo's,942.0027393749233,5.0,Veenendaal Centrum
215,Het Grand Cafeetje,935.7281656931732,4.0,Veenendaal Centrum
216,Horecacentrum De Studio,516.498093746401,5.0,Veenendaal Centrum
217,Vito,1485.8453538466451,4.3,Veenendaal Centrum
218,Abby's,852.017140325663,4.3,Veenendaal Centrum
219,Proeflokaal Bregje,525.2107427451322,2.3,Veenendaal Centrum
220,restaurant zegels,744.6440355872974,4.7,Veenendaal Centrum
221,Meat & Co,1020.6355087576528,4.3,Veenendaal Centrum
222,Fresh Food,93.87041630226362,0.0,Veenendaal Centrum
223,Petershoek Café,90.49918999393957,0.0,Veenendaal Centrum
224,Burgers & Zo,566.070511391871,3.5,Veenendaal Centrum
225,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Veenendaal Centrum
226,Heeren van Sonoy,811.7969541676354,3.0,Veenendaal Centrum
227,Gulden Vlies,749.6198242086455,4.0,Veenendaal Centrum
228,La Cubanita Alkmaar,1019.1139257354848,5.0,Veenendaal Centrum
229,SuperThai Restaurant ,749.6106910535735,3.3,Veenendaal Centrum
230,Café-Bar Odeon,1117.6786219087742,4.0,Veenendaal Centrum
231,Grand Café Klunder,491.1964571528282,0.0,Veenendaal Centrum
232,1480 Food Bar,1019.4541370951409,4.0,Veenendaal Centrum
233,Restaurant Tapas &,1057.2459116972116,5.0,Veenendaal Centrum
234,Happy Italy,518.4117475871739,3.3,Veenendaal Centrum
235,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Veenendaal Centrum
236,Proeflokaal De Boom,942.184391949158,0.0,Veenendaal Centrum
237,Kunchai,994.5218072237367,4.5,Veenendaal Centrum
238,Cafe De Pilaren,1085.9413393183647,5.0,Veenendaal Centrum
239,Moeke,484.4824365505958,0.0,Veenendaal Centrum
240,De Amstelhoek,967.9020076874574,4.0,Veenendaal Centrum
241,Il Colosseo,738.3859911669595,5.0,Veenendaal Centrum
242,Rue de la Plume,789.023446360917,5.0,Veenendaal Centrum
243,'t Friethuys,937.8352468571736,5.0,Veenendaal Centrum
244,Taormina,1149.6070313784464,5.0,Veenendaal Centrum
245,Ristobar Italica,1083.0744620729238,2.4,Veenendaal Centrum
246,Le Bon,1008.7088239418918,4.0,Veenendaal Centrum
247,De Bonte Bengel,574.7221520255662,2.8,Veenendaal Centrum
248,Subway,861.8243738210845,5.0,Veenendaal Centrum
249,Cafe Bali,920.3244724023469,3.7,Veenendaal Centrum
250,De Binnenkomer,599.4072940907039,4.7,Sneek
251,Vers Eten & Drinken,77.34336015072499,4.5,Sneek
252,Daikichi,54.04131208278735,4.0,Sneek
253,Burger King,38.753209797124605,3.0,Sneek
254,Deli,1009.748379483375,4.8,Sneek
255,Anne & Max,1050.9389047964175,4.8,Sneek
256,De Buren,1060.7939670377473,4.1,Sneek
257,King Sing,212.2733144925375,3.0,Sneek
258,Aloha,852.7449434363177,4.0,Sneek
259,Stadsstrand de Kade,620.6513341917654,5.0,Sneek
260,Alkmaars Koffiehuis,723.9196172713763,5.0,Sneek
261,Schots Restaurant Hielander,1008.5839781538273,3.8,Sneek
262,Saladebar Oogst,479.2986157354422,5.0,Sneek
263,Irish Pub Gunnery's,1101.3625315377635,5.0,Sneek
264,Mojo's,942.0027393749233,5.0,Sneek
265,Het Grand Cafeetje,935.7281656931732,4.0,Sneek
266,Horecacentrum De Studio,516.498093746401,5.0,Sneek
267,Vito,1485.8453538466451,4.3,Sneek
268,Abby's,852.017140325663,4.3,Sneek
269,Proeflokaal Bregje,525.2107427451322,2.3,Sneek
270,restaurant zegels,744.6440355872974,4.7,Sneek
271,Meat & Co,1020.6355087576528,4.3,Sneek
272,Fresh Food,93.87041630226362,0.0,Sneek
273,Petershoek Café,90.49918999393957,0.0,Sneek
274,Burgers & Zo,566.070511391871,3.5,Sneek
275,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Sneek
276,Heeren van Sonoy,811.7969541676354,3.0,Sneek
277,Gulden Vlies,749.6198242086455,4.0,Sneek
278,La Cubanita Alkmaar,1019.1139257354848,5.0,Sneek
279,SuperThai Restaurant ,749.6106910535735,3.3,Sneek
280,Café-Bar Odeon,1117.6786219087742,4.0,Sneek
281,Grand Café Klunder,491.1964571528282,0.0,Sneek
282,1480 Food Bar,1019.4541370951409,4.0,Sneek
283,Restaurant Tapas &,1057.2459116972116,5.0,Sneek
284,Happy Italy,518.4117475871739,3.3,Sneek
285,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Sneek
286,Proeflokaal De Boom,942.184391949158,0.0,Sneek
287,Kunchai,994.5218072237367,4.5,Sneek
288,Cafe De Pilaren,1085.9413393183647,5.0,Sneek
289,Moeke,484.4824365505958,0.0,Sneek
290,De Amstelhoek,967.9020076874574,4.0,Sneek
291,Il Colosseo,738.3859911669595,5.0,Sneek
292,Rue de la Plume,789.023446360917,5.0,Sneek
293,'t Friethuys,937.8352468571736,5.0,Sneek
294,Taormina,1149.6070313784464,5.0,Sneek
295,Ristobar Italica,1083.0744620729238,2.4,Sneek
296,Le Bon,1008.7088239418918,4.0,Sneek
297,De Bonte Bengel,574.7221520255662,2.8,Sneek
298,Subway,861.8243738210845,5.0,Sneek
299,Cafe Bali,920.3244724023469,3.7,Sneek
300,De Binnenkomer,599.4072940907039,4.7,Voorburg
301,Vers Eten & Drinken,77.34336015072499,4.5,Voorburg
302,Daikichi,54.04131208278735,4.0,Voorburg
303,Burger King,38.753209797124605,3.0,Voorburg
304,Deli,1009.748379483375,4.8,Voorburg
305,Anne & Max,1050.9389047964175,4.8,Voorburg
306,De Buren,1060.7939670377473,4.1,Voorburg
307,King Sing,212.2733144925375,3.0,Voorburg
308,Aloha,852.7449434363177,4.0,Voorburg
309,Stadsstrand de Kade,620.6513341917654,5.0,Voorburg
310,Alkmaars Koffiehuis,723.9196172713763,5.0,Voorburg
311,Schots Restaurant Hielander,1008.5839781538273,3.8,Voorburg
312,Saladebar Oogst,479.2986157354422,5.0,Voorburg
313,Irish Pub Gunnery's,1101.3625315377635,5.0,Voorburg
314,Mojo's,942.0027393749233,5.0,Voorburg
315,Het Grand Cafeetje,935.7281656931732,4.0,Voorburg
316,Horecacentrum De Studio,516.498093746401,5.0,Voorburg
317,Vito,1485.8453538466451,4.3,Voorburg
318,Abby's,852.017140325663,4.3,Voorburg
319,Proeflokaal Bregje,525.2107427451322,2.3,Voorburg
320,restaurant zegels,744.6440355872974,4.7,Voorburg
321,Meat & Co,1020.6355087576528,4.3,Voorburg
322,Fresh Food,93.87041630226362,0.0,Voorburg
323,Petershoek Café,90.49918999393957,0.0,Voorburg
324,Burgers & Zo,566.070511391871,3.5,Voorburg
325,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Voorburg
326,Heeren van Sonoy,811.7969541676354,3.0,Voorburg
327,Gulden Vlies,749.6198242086455,4.0,Voorburg
328,La Cubanita Alkmaar,1019.1139257354848,5.0,Voorburg
329,SuperThai Restaurant ,749.6106910535735,3.3,Voorburg
330,Café-Bar Odeon,1117.6786219087742,4.0,Voorburg
331,Grand Café Klunder,491.1964571528282,0.0,Voorburg
332,1480 Food Bar,1019.4541370951409,4.0,Voorburg
333,Restaurant Tapas &,1057.2459116972116,5.0,Voorburg
334,Happy Italy,518.4117475871739,3.3,Voorburg
335,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Voorburg
336,Proeflokaal De Boom,942.184391949158,0.0,Voorburg
337,Kunchai,994.5218072237367,4.5,Voorburg
338,Cafe De Pilaren,1085.9413393183647,5.0,Voorburg
339,Moeke,484.4824365505958,0.0,Voorburg
340,De Amstelhoek,967.9020076874574,4.0,Voorburg
341,Il Colosseo,738.3859911669595,5.0,Voorburg
342,Rue de la Plume,789.023446360917,5.0,Voorburg
343,'t Friethuys,937.8352468571736,5.0,Voorburg
344,Taormina,1149.6070313784464,5.0,Voorburg
345,Ristobar Italica,1083.0744620729238,2.4,Voorburg
346,Le Bon,1008.7088239418918,4.0,Voorburg
347,De Bonte Bengel,574.7221520255662,2.8,Voorburg
348,Subway,861.8243738210845,5.0,Voorburg
349,Cafe Bali,920.3244724023469,3.7,Voorburg
350,De Binnenkomer,599.4072940907039,4.7,Oss
351,Vers Eten & Drinken,77.34336015072499,4.5,Oss
352,Daikichi,54.04131208278735,4.0,Oss
353,Burger King,38.753209797124605,3.0,Oss
354,Deli,1009.748379483375,4.8,Oss
355,Anne & Max,1050.9389047964175,4.8,Oss
356,De Buren,1060.7939670377473,4.1,Oss
357,King Sing,212.2733144925375,3.0,Oss
358,Aloha,852.7449434363177,4.0,Oss
359,Stadsstrand de Kade,620.6513341917654,5.0,Oss
360,Alkmaars Koffiehuis,723.9196172713763,5.0,Oss
361,Schots Restaurant Hielander,1008.5839781538273,3.8,Oss
362,Saladebar Oogst,479.2986157354422,5.0,Oss
363,Irish Pub Gunnery's,1101.3625315377635,5.0,Oss
364,Mojo's,942.0027393749233,5.0,Oss
365,Het Grand Cafeetje,935.7281656931732,4.0,Oss
366,Horecacentrum De Studio,516.498093746401,5.0,Oss
367,Vito,1485.8453538466451,4.3,Oss
368,Abby's,852.017140325663,4.3,Oss
369,Proeflokaal Bregje,525.2107427451322,2.3,Oss
370,restaurant zegels,744.6440355872974,4.7,Oss
371,Meat & Co,1020.6355087576528,4.3,Oss
372,Fresh Food,93.87041630226362,0.0,Oss
373,Petershoek Café,90.49918999393957,0.0,Oss
374,Burgers & Zo,566.070511391871,3.5,Oss
375,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Oss
376,Heeren van Sonoy,811.7969541676354,3.0,Oss
377,Gulden Vlies,749.6198242086455,4.0,Oss
378,La Cubanita Alkmaar,1019.1139257354848,5.0,Oss
379,SuperThai Restaurant ,749.6106910535735,3.3,Oss
380,Café-Bar Odeon,1117.6786219087742,4.0,Oss
381,Grand Café Klunder,491.1964571528282,0.0,Oss
382,1480 Food Bar,1019.4541370951409,4.0,Oss
383,Restaurant Tapas &,1057.2459116972116,5.0,Oss
384,Happy Italy,518.4117475871739,3.3,Oss
385,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Oss
386,Proeflokaal De Boom,942.184391949158,0.0,Oss
387,Kunchai,994.5218072237367,4.5,Oss
388,Cafe De Pilaren,1085.9413393183647,5.0,Oss
389,Moeke,484.4824365505958,0.0,Oss
390,De Amstelhoek,967.9020076874574,4.0,Oss
391,Il Colosseo,738.3859911669595,5.0,Oss
392,Rue de la Plume,789.023446360917,5.0,Oss
393,'t Friethuys,937.8352468571736,5.0,Oss
394,Taormina,1149.6070313784464,5.0,Oss
395,Ristobar Italica,1083.0744620729238,2.4,Oss
396,Le Bon,1008.7088239418918,4.0,Oss
397,De Bonte Bengel,574.7221520255662,2.8,Oss
398,Subway,861.8243738210845,5.0,Oss
399,Cafe Bali,920.3244724023469,3.7,Oss
400,De Binnenkomer,599.4072940907039,4.7,Bussum Zuid
401,Vers Eten & Drinken,77.34336015072499,4.5,Bussum Zuid
402,Daikichi,54.04131208278735,4.0,Bussum Zuid
403,Burger King,38.753209797124605,3.0,Bussum Zuid
404,Deli,1009.748379483375,4.8,Bussum Zuid
405,Anne & Max,1050.9389047964175,4.8,Bussum Zuid
406,De Buren,1060.7939670377473,4.1,Bussum Zuid
407,King Sing,212.2733144925375,3.0,Bussum Zuid
408,Aloha,852.7449434363177,4.0,Bussum Zuid
409,Stadsstrand de Kade,620.6513341917654,5.0,Bussum Zuid
410,Alkmaars Koffiehuis,723.9196172713763,5.0,Bussum Zuid
411,Schots Restaurant Hielander,1008.5839781538273,3.8,Bussum Zuid
412,Saladebar Oogst,479.2986157354422,5.0,Bussum Zuid
413,Irish Pub Gunnery's,1101.3625315377635,5.0,Bussum Zuid
414,Mojo's,942.0027393749233,5.0,Bussum Zuid
415,Het Grand Cafeetje,935.7281656931732,4.0,Bussum Zuid
416,Horecacentrum De Studio,516.498093746401,5.0,Bussum Zuid
417,Vito,1485.8453538466451,4.3,Bussum Zuid
418,Abby's,852.017140325663,4.3,Bussum Zuid
419,Proeflokaal Bregje,525.2107427451322,2.3,Bussum Zuid
420,restaurant zegels,744.6440355872974,4.7,Bussum Zuid
421,Meat & Co,1020.6355087576528,4.3,Bussum Zuid
422,Fresh Food,93.87041630226362,0.0,Bussum Zuid
423,Petershoek Café,90.49918999393957,0.0,Bussum Zuid
424,Burgers & Zo,566.070511391871,3.5,Bussum Zuid
425,Pizzeria Ristorante La Famiglia,499.8180731679537,4.0,Bussum Zuid
426,Heeren van Sonoy,811.7969541676354,3.0,Bussum Zuid
427,Gulden Vlies,749.6198242086455,4.0,Bussum Zuid
428,La Cubanita Alkmaar,1019.1139257354848,5.0,Bussum Zuid
429,SuperThai Restaurant ,749.6106910535735,3.3,Bussum Zuid
430,Café-Bar Odeon,1117.6786219087742,4.0,Bussum Zuid
431,Grand Café Klunder,491.1964571528282,0.0,Bussum Zuid
432,1480 Food Bar,1019.4541370951409,4.0,Bussum Zuid
433,Restaurant Tapas &,1057.2459116972116,5.0,Bussum Zuid
434,Happy Italy,518.4117475871739,3.3,Bussum Zuid
435,Granada Grand Cafe & Restaurant,597.1834813755764,5.0,Bussum Zuid
436,Proeflokaal De Boom,942.184391949158,0.0,Bussum Zuid
437,Kunchai,994.5218072237367,4.5,Bussum Zuid
438,Cafe De Pilaren,1085.9413393183647,5.0,Bussum Zuid
439,Moeke,484.4824365505958,0.0,Bussum Zuid
440,De Amstelhoek,967.9020076874574,4.0,Bussum Zuid
441,Il Colosseo,738.3859911669595,5.0,Bussum Zuid
442,Rue de la Plume,789.023446360917,5.0,Bussum Zuid
443,'t Friethuys,937.8352468571736,5.0,Bussum Zuid
